0	0.00209172
1	0.00418324
2	0.00627437
3	0.00836493
4	0.0104548
5	0.0125438
6	0.0146317
7	0.0167186
8	0.0188042
9	0.0208885
10	0.0229713
11	0.0250526
12	0.0271322
13	0.0292101
14	0.0312861
15	0.0333602
16	0.0354323
17	0.0375022
18	0.0395698
19	0.0416352
20	0.0436981
21	0.0457585
22	0.0478164
23	0.0498715
24	0.0519237
25	0.0539731
26	0.0560196
27	0.0580629
28	0.0601031
29	0.0621401
30	0.0641738
31	0.0662041
32	0.0682311
33	0.0702547
34	0.0722748
35	0.0742916
36	0.0763051
37	0.0783153
38	0.0803223
39	0.0823262
40	0.0843273
41	0.0863256
42	0.0883212
43	0.0903141
44	0.0923044
45	0.0942918
46	0.0962761
47	0.0982568
48	0.100234
49	0.102206
50	0.104174
51	0.106136
52	0.108093
53	0.110044
54	0.111989
55	0.113927
56	0.115859
57	0.117785
58	0.119704
59	0.121617
60	0.123523
61	0.125422
62	0.127314
63	0.1292
64	0.131079
65	0.132952
66	0.134818
67	0.136677
68	0.138531
69	0.140379
70	0.142221
71	0.144057
72	0.145885
73	0.147707
74	0.149521
75	0.151329
76	0.153129
77	0.154921
78	0.156707
79	0.158485
80	0.160256
81	0.162019
82	0.163776
83	0.165526
84	0.16727
85	0.169007
86	0.170738
87	0.172463
88	0.174182
89	0.175896
90	0.177605
91	0.179308
92	0.181007
93	0.1827
94	0.184389
95	0.186074
96	0.187754
97	0.189431
98	0.191104
99	0.192773
100	0.194439
101	0.196102
102	0.197761
103	0.199418
104	0.201072
105	0.202723
106	0.204372
107	0.206018
108	0.207661
109	0.209302
110	0.210939
111	0.212575
112	0.214207
113	0.215837
114	0.217463
115	0.219088
116	0.220709
117	0.222327
118	0.223942
119	0.225555
120	0.227164
121	0.228771
122	0.230375
123	0.231975
124	0.233573
125	0.235167
126	0.236759
127	0.238348
128	0.239933
129	0.241516
130	0.243095
131	0.244672
132	0.246246
133	0.247818
134	0.249388
135	0.250957
136	0.252525
137	0.254094
138	0.255664
139	0.257233
140	0.258801
141	0.260367
142	0.261932
143	0.263495
144	0.265056
145	0.266614
146	0.268171
147	0.269725
148	0.271276
149	0.272825
150	0.274371
151	0.275915
152	0.277457
153	0.278996
154	0.280532
155	0.282066
156	0.283597
157	0.285126
158	0.286653
159	0.288177
160	0.289699
161	0.291219
162	0.292737
163	0.294253
164	0.295766
165	0.297278
166	0.298787
167	0.300295
168	0.301801
169	0.303305
170	0.304807
171	0.306307
172	0.307805
173	0.309301
174	0.310795
175	0.312287
176	0.313777
177	0.315264
178	0.316749
179	0.318232
180	0.319713
181	0.32119
182	0.322666
183	0.324138
184	0.325608
185	0.327076
186	0.32854
187	0.330002
188	0.33146
189	0.332916
190	0.334369
191	0.335818
192	0.337265
193	0.338708
194	0.340148
195	0.341585
196	0.343019
197	0.344449
198	0.345876
199	0.3473
200	0.348721
201	0.350138
202	0.351553
203	0.352964
204	0.354371
205	0.355776
206	0.357177
207	0.358575
208	0.35997
209	0.361361
210	0.362749
211	0.364134
212	0.365516
213	0.366894
214	0.368269
215	0.36964
216	0.371008
217	0.372372
218	0.373733
219	0.37509
220	0.376444
221	0.377794
222	0.37914
223	0.380484
224	0.381823
225	0.383159
226	0.384492
227	0.38582
228	0.387146
229	0.388467
230	0.389785
231	0.391099
232	0.392409
233	0.393716
234	0.395019
235	0.396319
236	0.397614
237	0.398906
238	0.400194
239	0.401479
240	0.40276
241	0.404037
242	0.405311
243	0.406581
244	0.407848
245	0.40911
246	0.41037
247	0.411626
248	0.412878
249	0.414127
250	0.415372
251	0.416614
252	0.417852
253	0.419087
254	0.420318
255	0.421546
256	0.42277
257	0.423991
258	0.425208
259	0.426422
260	0.427632
261	0.428839
262	0.430042
263	0.431241
264	0.432437
265	0.433629
266	0.434818
267	0.436003
268	0.437185
269	0.438363
270	0.439537
271	0.440708
272	0.441875
273	0.443039
274	0.4442
275	0.445357
276	0.446511
277	0.447661
278	0.448807
279	0.449951
280	0.451091
281	0.452227
282	0.45336
283	0.45449
284	0.455616
285	0.456739
286	0.457859
287	0.458975
288	0.460089
289	0.461199
290	0.462305
291	0.463409
292	0.464509
293	0.465607
294	0.466701
295	0.467792
296	0.468881
297	0.469966
298	0.471048
299	0.472128
300	0.473204
301	0.474278
302	0.475349
303	0.476417
304	0.477482
305	0.478545
306	0.479605
307	0.480663
308	0.481718
309	0.482771
310	0.483821
311	0.48487
312	0.485916
313	0.48696
314	0.488002
315	0.489042
316	0.490081
317	0.491118
318	0.492154
319	0.493189
320	0.494222
321	0.495254
322	0.496286
323	0.497316
324	0.498345
325	0.499373
326	0.5004
327	0.501426
328	0.502452
329	0.503476
330	0.5045
331	0.505523
332	0.506545
333	0.507566
334	0.508587
335	0.509607
336	0.510626
337	0.511644
338	0.512662
339	0.513679
340	0.514695
341	0.515711
342	0.516725
343	0.517739
344	0.518753
345	0.519765
346	0.520776
347	0.521787
348	0.522797
349	0.523806
350	0.524813
351	0.52582
352	0.526826
353	0.527831
354	0.528835
355	0.529837
356	0.530838
357	0.531839
358	0.532837
359	0.533835
360	0.534831
361	0.535826
362	0.536819
363	0.537812
