0	0.00209172
1	0.00418324
2	0.00627435
3	0.00836483
4	0.0104545
5	0.0125431
6	0.0146304
7	0.0167163
8	0.0188004
9	0.0208826
10	0.0229627
11	0.0250402
12	0.0271151
13	0.0291871
14	0.0312558
15	0.033321
16	0.0353823
17	0.0374395
18	0.0394922
19	0.04154
20	0.0435827
21	0.0456198
22	0.0476508
23	0.0496755
24	0.0516932
25	0.0537037
26	0.0557063
27	0.0577006
28	0.0596861
29	0.0616622
30	0.0636285
31	0.0655843
32	0.0675293
33	0.0694629
34	0.0713845
35	0.0732939
36	0.0751907
37	0.0770744
38	0.0789449
39	0.080802
40	0.0826455
41	0.0844754
42	0.0862917
43	0.0880945
44	0.0898836
45	0.091659
46	0.0934207
47	0.0951683
48	0.0969019
49	0.0986211
50	0.100326
51	0.102016
52	0.103692
53	0.105353
54	0.107
55	0.108633
56	0.110252
57	0.111857
58	0.113448
59	0.115027
60	0.116592
61	0.118146
62	0.119687
63	0.121216
64	0.122735
65	0.124242
66	0.12574
67	0.127227
68	0.128705
69	0.130175
70	0.131636
71	0.13309
72	0.134536
73	0.135974
74	0.137405
75	0.138829
76	0.140245
77	0.141654
78	0.143057
79	0.144453
80	0.145843
81	0.147227
82	0.148606
83	0.149978
84	0.151345
85	0.152707
86	0.154064
87	0.155416
88	0.156764
89	0.158107
90	0.159445
91	0.16078
92	0.162111
93	0.163438
94	0.164761
95	0.16608
96	0.167396
97	0.168709
98	0.170019
99	0.171325
100	0.172629
101	0.17393
102	0.175228
103	0.176524
104	0.177819
105	0.179111
106	0.180402
107	0.181691
108	0.182979
109	0.184266
110	0.185553
111	0.186838
112	0.188124
113	0.189409
114	0.190694
115	0.191979
116	0.193264
117	0.19455
118	0.195835
119	0.197121
120	0.198407
121	0.199694
122	0.200981
123	0.202268
124	0.203556
125	0.204844
126	0.206132
127	0.207421
128	0.208709
129	0.209998
130	0.211287
131	0.212576
132	0.213866
133	0.215155
134	0.216444
135	0.217733
136	0.219022
137	0.220311
138	0.221601
139	0.22289
140	0.22418
141	0.225471
142	0.226762
143	0.228055
144	0.22935
145	0.230649
146	0.231954
147	0.233262
148	0.234573
149	0.235886
150	0.237199
151	0.238514
152	0.239831
153	0.241148
154	0.242466
155	0.243785
156	0.245104
157	0.246425
158	0.247746
159	0.249067
160	0.250389
161	0.251712
162	0.253034
163	0.254357
164	0.255679
165	0.257002
166	0.258325
167	0.259647
168	0.260968
169	0.26229
170	0.26361
171	0.264931
172	0.26625
173	0.267569
174	0.268887
175	0.270204
176	0.271521
177	0.272837
178	0.274152
179	0.275467
180	0.276781
181	0.278095
182	0.279408
183	0.280721
184	0.282033
185	0.283345
186	0.284657
187	0.285969
188	0.28728
189	0.288591
190	0.289902
191	0.291213
192	0.292523
193	0.293832
194	0.295141
195	0.296449
196	0.297756
197	0.299062
198	0.300367
199	0.301671
200	0.302973
201	0.304274
202	0.305573
203	0.306871
204	0.308167
205	0.309461
206	0.310753
207	0.312043
208	0.313331
209	0.314616
210	0.3159
211	0.317181
212	0.31846
213	0.319737
214	0.321011
215	0.322283
216	0.323553
217	0.32482
218	0.326086
219	0.327349
220	0.328609
221	0.329868
222	0.331124
223	0.332378
224	0.33363
225	0.334879
226	0.336127
227	0.337372
228	0.338616
229	0.339857
230	0.341097
231	0.342334
232	0.34357
233	0.344804
234	0.346036
235	0.347265
236	0.348493
237	0.349719
238	0.350943
239	0.352165
240	0.353384
241	0.354602
242	0.355817
243	0.357029
244	0.358239
245	0.359447
246	0.360652
247	0.361855
248	0.363055
249	0.364252
250	0.365446
251	0.366638
252	0.367826
253	0.369012
254	0.370195
255	0.371374
256	0.372551
257	0.373724
258	0.374895
259	0.376062
260	0.377226
261	0.378386
262	0.379544
263	0.380698
264	0.381849
265	0.382996
266	0.38414
267	0.385281
268	0.386418
269	0.387552
270	0.388682
271	0.389809
272	0.390933
273	0.392052
274	0.393168
275	0.394281
276	0.39539
277	0.396495
278	0.397596
279	0.398694
280	0.399788
281	0.400879
282	0.401966
283	0.403049
284	0.404129
285	0.405205
286	0.406277
287	0.407346
288	0.408411
289	0.409473
290	0.410532
291	0.411587
292	0.412639
293	0.413687
294	0.414733
295	0.415775
296	0.416814
297	0.41785
298	0.418883
299	0.419913
300	0.420941
301	0.421965
302	0.422986
303	0.424004
304	0.42502
305	0.426032
306	0.427042
307	0.428048
308	0.429052
309	0.430052
310	0.43105
311	0.432045
312	0.433036
313	0.434025
314	0.435011
315	0.435993
316	0.436973
317	0.43795
318	0.438924
319	0.439895
320	0.440864
321	0.441829
322	0.442792
323	0.443752
324	0.44471
325	0.445665
326	0.446618
327	0.447568
328	0.448516
329	0.449462
330	0.450406
331	0.451348
332	0.452288
333	0.453226
334	0.454163
335	0.455098
336	0.456032
337	0.456964
338	0.457895
339	0.458825
340	0.459753
341	0.460681
342	0.461607
343	0.462533
344	0.463458
345	0.464382
346	0.465306
347	0.466228
348	0.46715
349	0.468071
350	0.468992
351	0.469912
352	0.470831
353	0.47175
354	0.472668
355	0.473586
356	0.474503
357	0.475419
358	0.476335
359	0.47725
360	0.478164
361	0.479078
362	0.479991
363	0.480904
364	0.481815
